BB_Area,Height,Width,Black Pixels Count,Image Name,CC_Type_ID
992,31,32,287,1.bmp_CC_410.bmp,five_one_five_
961,31,31,280,1.bmp_CC_408.bmp,five_one_five_
992,31,32,282,1.bmp_CC_397.bmp,five_one_five_
930,30,31,275,1.bmp_CC_393.bmp,five_one_five_
961,31,31,291,1.bmp_CC_406.bmp,five_one_five_
961,31,31,275,1.bmp_CC_396.bmp,five_one_five_
1024,32,32,280,1.bmp_CC_426.bmp,five_one_five_
961,31,31,285,1.bmp_CC_411.bmp,five_one_five_
992,31,32,299,1.bmp_CC_394.bmp,five_one_five_
992,31,32,286,1.bmp_CC_401.bmp,five_one_five_
961,31,31,294,1.bmp_CC_405.bmp,five_one_five_
992,31,32,283,1.bmp_CC_409.bmp,five_one_five_
961,31,31,278,1.bmp_CC_404.bmp,five_one_five_
992,31,32,303,1.bmp_CC_414.bmp,five_one_five_
992,31,32,288,1.bmp_CC_423.bmp,five_one_five_
1716,44,39,430,1.bmp_CC_1226.bmp,five_zero_seven_
1672,44,38,409,1.bmp_CC_1212.bmp,five_zero_seven_
1892,44,43,423,02.bmp_CC_414.bmp,five_zero_seven_
1634,43,38,402,1.bmp_CC_1213.bmp,five_zero_seven_
1634,43,38,403,1.bmp_CC_1208.bmp,five_zero_seven_
1892,44,43,433,02.bmp_CC_107.bmp,five_zero_seven_
1672,44,38,415,1.bmp_CC_1211.bmp,five_zero_seven_
1672,44,38,435,1.bmp_CC_1220.bmp,five_zero_seven_
1634,43,38,396,1.bmp_CC_1203.bmp,five_zero_seven_
1716,44,39,431,1.bmp_CC_1205.bmp,five_zero_seven_
1634,43,38,417,1.bmp_CC_1225.bmp,five_zero_seven_
1634,43,38,405,1.bmp_CC_1228.bmp,five_zero_seven_
1634,43,38,397,1.bmp_CC_1202.bmp,five_zero_seven_
1634,43,38,417,1.bmp_CC_1218.bmp,five_zero_seven_
1672,44,38,404,1.bmp_CC_1214.bmp,five_zero_seven_
1716,44,39,417,1.bmp_CC_1227.bmp,five_zero_seven_
1672,44,38,397,1.bmp_CC_1210.bmp,five_zero_seven_
1634,43,38,408,1.bmp_CC_1209.bmp,five_zero_seven_
1672,44,38,421,1.bmp_CC_1207.bmp,five_zero_seven_
1672,44,38,425,1.bmp_CC_1201.bmp,five_zero_seven_
1672,44,38,395,1.bmp_CC_1217.bmp,five_zero_seven_
1634,43,38,397,1.bmp_CC_1204.bmp,five_zero_seven_
1634,43,38,432,1.bmp_CC_1224.bmp,five_zero_seven_
1848,44,42,446,02.bmp_CC_422.bmp,five_zero_seven_
1716,44,39,425,02.bmp_CC_195.bmp,five_zero_seven_
1716,44,39,454,02.bmp_CC_213.bmp,five_zero_seven_
1634,43,38,412,1.bmp_CC_1216.bmp,five_zero_seven_
1848,44,42,439,02.bmp_CC_624.bmp,five_zero_seven_
1716,44,39,427,1.bmp_CC_1219.bmp,five_zero_seven_
1848,44,42,425,02.bmp_CC_410.bmp,five_zero_seven_
1634,43,38,434,1.bmp_CC_1223.bmp,five_zero_seven_
1716,44,39,416,1.bmp_CC_1215.bmp,five_zero_seven_
1672,44,38,426,1.bmp_CC_1221.bmp,five_zero_seven_
1634,43,38,418,1.bmp_CC_1206.bmp,five_zero_seven_
1677,43,39,401,1.bmp_CC_1222.bmp,five_zero_seven_
682,31,22,163,1.bmp_CC_1074.bmp,five_zero_four_
682,31,22,166,1.bmp_CC_1080.bmp,five_zero_four_
660,30,22,164,1.bmp_CC_1081.bmp,five_zero_four_
660,30,22,170,02.bmp_CC_505.bmp,five_zero_four_
660,30,22,166,1.bmp_CC_1075.bmp,five_zero_four_
660,30,22,165,1.bmp_CC_1073.bmp,five_zero_four_
660,30,22,173,02.bmp_CC_51.bmp,five_zero_four_
682,31,22,161,1.bmp_CC_1072.bmp,five_zero_four_
660,30,22,160,1.bmp_CC_1082.bmp,five_zero_four_
704,32,22,171,02.bmp_CC_452.bmp,five_zero_four_
651,31,21,154,1.bmp_CC_1088.bmp,five_zero_four_
682,31,22,157,1.bmp_CC_1069.bmp,five_zero_four_
660,30,22,153,1.bmp_CC_1067.bmp,five_zero_four_
660,30,22,158,1.bmp_CC_1070.bmp,five_zero_four_
682,31,22,166,1.bmp_CC_1065.bmp,five_zero_four_
660,30,22,161,1.bmp_CC_1078.bmp,five_zero_four_
713,31,23,193,04.bmp_CC_72.bmp,five_zero_four_
660,30,22,165,1.bmp_CC_1064.bmp,five_zero_four_
660,30,22,161,1.bmp_CC_1071.bmp,five_zero_four_
682,31,22,169,1.bmp_CC_1085.bmp,five_zero_four_
660,30,22,161,1.bmp_CC_1066.bmp,five_zero_four_
630,30,21,147,1.bmp_CC_1084.bmp,five_zero_four_
682,31,22,164,1.bmp_CC_1079.bmp,five_zero_four_
660,30,22,148,1.bmp_CC_1083.bmp,five_zero_four_
690,30,23,182,02.bmp_CC_56.bmp,five_zero_four_
682,31,22,180,02.bmp_CC_431.bmp,five_zero_four_
682,31,22,157,1.bmp_CC_1087.bmp,five_zero_four_
682,31,22,170,02.bmp_CC_74.bmp,five_zero_four_
682,31,22,179,02.bmp_CC_320.bmp,five_zero_four_
682,31,22,178,02.bmp_CC_655.bmp,five_zero_four_
690,30,23,182,02.bmp_CC_528.bmp,five_zero_four_
682,31,22,164,1.bmp_CC_1077.bmp,five_zero_four_
682,31,22,175,02.bmp_CC_311.bmp,five_zero_four_
682,31,22,166,1.bmp_CC_1086.bmp,five_zero_four_
660,30,22,141,1.bmp_CC_1076.bmp,five_zero_four_
900,30,30,233,2.bmp_CC_27.bmp,five_zero_two_
899,31,29,227,1.bmp_CC_38.bmp,five_zero_two_
899,31,29,236,2.bmp_CC_7.bmp,five_zero_two_
870,30,29,222,1.bmp_CC_67.bmp,five_zero_two_
928,32,29,234,1.bmp_CC_56.bmp,five_zero_two_
899,31,29,236,1.bmp_CC_64.bmp,five_zero_two_
899,31,29,237,1.bmp_CC_44.bmp,five_zero_two_
896,32,28,225,2.bmp_CC_9.bmp,five_zero_two_
899,31,29,232,1.bmp_CC_53.bmp,five_zero_two_
899,31,29,223,1.bmp_CC_51.bmp,five_zero_two_
870,30,29,225,2.bmp_CC_26.bmp,five_zero_two_
899,31,29,224,2.bmp_CC_29.bmp,five_zero_two_
928,32,29,223,2.bmp_CC_12.bmp,five_zero_two_
899,31,29,225,1.bmp_CC_57.bmp,five_zero_two_
868,31,28,221,1.bmp_CC_59.bmp,five_zero_two_
899,31,29,230,1.bmp_CC_37.bmp,five_zero_two_
960,32,30,220,2.bmp_CC_5.bmp,five_zero_two_
899,31,29,226,2.bmp_CC_8.bmp,five_zero_two_
899,31,29,220,1.bmp_CC_42.bmp,five_zero_two_
928,32,29,241,1.bmp_CC_45.bmp,five_zero_two_
899,31,29,243,1.bmp_CC_55.bmp,five_zero_two_
930,31,30,246,2.bmp_CC_6.bmp,five_zero_two_
870,30,29,217,1.bmp_CC_58.bmp,five_zero_two_
899,31,29,241,2.bmp_CC_15.bmp,five_zero_two_
899,31,29,235,1.bmp_CC_63.bmp,five_zero_two_
899,31,29,226,2.bmp_CC_32.bmp,five_zero_two_
870,30,29,213,2.bmp_CC_13.bmp,five_zero_two_
928,32,29,242,2.bmp_CC_30.bmp,five_zero_two_
899,31,29,226,2.bmp_CC_40.bmp,five_zero_two_
870,30,29,234,2.bmp_CC_11.bmp,five_zero_two_
899,31,29,199,1.bmp_CC_66.bmp,five_zero_two_
868,31,28,204,1.bmp_CC_65.bmp,five_zero_two_
899,31,29,225,2.bmp_CC_31.bmp,five_zero_two_
899,31,29,222,2.bmp_CC_14.bmp,five_zero_two_
899,31,29,241,2.bmp_CC_28.bmp,five_zero_two_
